24	07/04/2018	11:00	Campo D	Barcelona	1	2	Náutico	2	Primeira Fase	Grupo B
25	07/04/2018	13:45	Campo D	River Plate	4	1	Dudinka	2	Primeira Fase	Grupo C
26	07/04/2018	15:15	Campo B	Parathinaikos	4	3	Sinistro	2	Primeira Fase	Grupo C
27	07/04/2018	16:45	Campo B	All Blacks	5	1	Tio Dirdo I	2	Primeira Fase	Grupo C
28	07/04/2018	13:45	Campo B	Colo-Colo	0	0	Everest	2	Primeira Fase	Grupo D
29	07/04/2018	13:45	Campo C	Tsunami	3	1	Corinthians	2	Primeira Fase	Grupo D
30	07/04/2018	13:45	Campo E	Mitos	1	2	Celeste	2	Primeira Fase	Grupo D
31	07/04/2018	15:15	Campo C	Clássicos	2	1	Fenerbate	4	Primeira Fase	Grupo A
32	07/04/2018	15:15	Campo D	Rock na Teia	1	7	Lokomotiv	4	Primeira Fase	Grupo A
33	07/04/2018	15:15	Campo E	Brasil	1	1	Sabadão	4	Primeira Fase	Grupo A
34	07/04/2018	16:45	Campo C	Santa Cruz	3	2	Galoucos e Danone	4	Primeira Fase	Grupo A
35	14/04/2018	11:00	Campo B	Real	0	2	Alianza	3	Primeira Fase	Grupo B
36	14/04/2018	11:00	Campo C	Barcelona	1	2	Tio Dirdo	3	Primeira Fase	Grupo B
37	14/04/2018	11:00	Campo D	Galaxie 70	1	5	Náutico	3	Primeira Fase	Grupo B
38	14/04/2018	13:45	Campo B	All Blacks	6	1	Dudinka	3	Primeira Fase	Grupo C
39	14/04/2018	13:45	Campo E	River Plate	1	0	Sinistro	3	Primeira Fase	Grupo C
40	14/04/2018	15:15	Campo D	Tio Dirdo I	1	0	Tio Dirdo II	3	Primeira Fase	Grupo C
41	14/04/2018	15:15	Campo B	Mitos	1	0	Aurora Cochabamba	3	Primeira Fase	Grupo D
42	14/04/2018	16:45	Campo B	Corinthians	3	0	Colo-Colo	3	Primeira Fase	Grupo D
43	14/04/2018	16:45	Campo C	Tsunami	3	1	Everest	3	Primeira Fase	Grupo D
44	14/04/2018	13:45	Campo C	Lokomotiv	1	1	Santa Cruz	5	Primeira Fase	Grupo A
45	14/04/2018	13:45	Campo D	Brasil	1	2	Fenerbate	5	Primeira Fase	Grupo A
46	14/04/2018	15:15	Campo C	Rock na Teia	2	1	Galoucos e Danone	5	Primeira Fase	Grupo A
47	14/04/2018	15:15	Campo E	Sabadão	0	2	Íbis Barcelona	5	Primeira Fase	Grupo A
48	21/04/2018	11:00	Campo B	Tio Dirdo	2	3	Alianza	4	Primeira Fase	Grupo B
49	21/04/2018	11:00	Campo C	Barcelona	0	2	Real	4	Primeira Fase	Grupo B
50	21/04/2018	11:00	Campo D	Galaxie 70	1	2	Bayern	4	Primeira Fase	Grupo B
51	21/04/2018	13:45	Campo E	Parathinaikos	2	2	Tio Dirdo I	4	Primeira Fase	Grupo C
52	21/04/2018	15:15	Campo B	Tio Dirdo II	1	1	Dudinka	4	Primeira Fase	Grupo C
53	21/04/2018	15:15	Campo D	All Blacks	3	0	Sinistro	4	Primeira Fase	Grupo C
54	21/04/2018	13:45	Campo B	Tsunami	5	2	Aurora Cochabamba	4	Primeira Fase	Grupo D
55	21/04/2018	13:45	Campo D	Mitos	3	3	Colo-Colo	4	Primeira Fase	Grupo D
56	21/04/2018	15:15	Campo E	Celeste	2	0	Everest	4	Primeira Fase	Grupo D
57	21/04/2018	13:45	Campo C	Galoucos e Danone	1	11	Íbis Barcelona	6	Primeira Fase	Grupo A
58	21/04/2018	15:15	Campo C	Sabadão	2	1	Clássicos	6	Primeira Fase	Grupo A
59	21/04/2018	16:45	Campo B	Rock na Teia	0	1	Fenerbate	6	Primeira Fase	Grupo A
60	21/04/2018	16:45	Campo C	Brasil	4	4	Lokomotiv	6	Primeira Fase	Grupo A
61	05/05/2018	11:00	Campo B	Náutico	1	5	Bayern	5	Primeira Fase	Grupo B
62	05/05/2018	11:00	Campo C	Galaxie 70	0	3	Real	5	Primeira Fase	Grupo B
63	05/05/2018	11:00	Campo D	Barcelona	1	6	Alianza	5	Primeira Fase	Grupo B
64	05/05/2018	13:45	Campo E	Sinistro	0	0	Tio Dirdo I	5	Primeira Fase	Grupo C
65	05/05/2018	15:15	Campo D	All Blacks	2	2	Parathinaikos	5	Primeira Fase	Grupo C
66	05/05/2018	15:15	Campo E	Tio Dirdo II	0	1	River Plate	5	Primeira Fase	Grupo C
67	05/05/2018	13:45	Campo B	Celeste	2	1	Tsunami	5	Primeira Fase	Grupo D
68	05/05/2018	13:45	Campo D	Aurora Cochabamba	3	1	Everest	5	Primeira Fase	Grupo D
69	05/05/2018	15:15	Campo B	Corinthians	3	2	Mitos	5	Primeira Fase	Grupo D
70	05/05/2018	13:45	Campo C	Brasil	6	1	Clássicos	7	Primeira Fase	Grupo A
71	05/05/2018	15:15	Campo C	Fenerbate	3	1	Galoucos e Danone	7	Primeira Fase	Grupo A
72	05/05/2018	16:45	Campo B	Íbis Barcelona	0	6	Santa Cruz	7	Primeira Fase	Grupo A
73	05/05/2018	16:45	Campo C	Sabadão	2	1	Rock na Teia	7	Primeira Fase	Grupo A
74	12/05/2018	11:00	Campo B	Náutico	2	3	Real	6	Primeira Fase	Grupo B
75	12/05/2018	11:00	Campo C	Tio Dirdo	2	4	Bayern	6	Primeira Fase	Grupo B
76	12/05/2018	11:00	Campo D	Galaxie 70	1	4	Alianza	6	Primeira Fase	Grupo B
77	12/05/2018	13:45	Campo D	All Blacks	1	1	River Plate	6	Primeira Fase	Grupo C
78	12/05/2018	15:15	Campo B	Tio Dirdo II	1	3	Parathinaikos	6	Primeira Fase	Grupo C
79	12/05/2018	15:15	Campo E	Dudinka	1	6	Tio Dirdo I	6	Primeira Fase	Grupo C
80	12/05/2018	13:45	Campo B	Celeste	2	2	Colo-Colo	6	Primeira Fase	Grupo D
81	12/05/2018	15:15	Campo C	Corinthians	3	1	Aurora Cochabamba	6	Primeira Fase	Grupo D
82	12/05/2018	16:45	Campo B	Mitos	4	0	Everest	6	Primeira Fase	Grupo D
83	12/05/2018	13:45	Campo C	Clássicos	1	4	Íbis Barcelona	8	Primeira Fase	Grupo A
84	12/05/2018	13:45	Campo E	Santa Cruz	3	1	Rock na Teia	8	Primeira Fase	Grupo A
85	12/05/2018	15:15	Campo D	Galoucos e Danone	3	8	Sabadão	8	Primeira Fase	Grupo A
86	12/05/2018	16:45	Campo C	Fenerbate	1	3	Lokomotiv	8	Primeira Fase	Grupo A
87	09/06/2018	11:00	Campo B	Barcelona	0	1	Bayern	7	Primeira Fase	Grupo B
88	09/06/2018	11:00	Campo C	Náutico	2	8	Alianza	7	Primeira Fase	Grupo B
89	09/06/2018	11:00	Campo D	Tio Dirdo	3	1	Real	7	Primeira Fase	Grupo B
90	09/06/2018	13:45	Campo D	Tio Dirdo II	2	2	Sinistro	7	Primeira Fase	Grupo C
91	09/06/2018	15:15	Campo D	Parathinaikos	6	1	Dudinka	7	Primeira Fase	Grupo C
92	09/06/2018	16:45	Campo B	River Plate	1	1	Tio Dirdo I	7	Primeira Fase	Grupo C
93	09/06/2018	15:15	Campo C	Tsunami	5	1	Colo-Colo	7	Primeira Fase	Grupo D
94	09/06/2018	15:15	Campo E	Corinthians	5	1	Everest	7	Primeira Fase	Grupo D
95	09/06/2018	16:45	Campo C	Celeste	3	5	Aurora Cochabamba	7	Primeira Fase	Grupo D
96	09/06/2018	13:45	Campo B	Clássicos	0	6	Lokomotiv	9	Primeira Fase	Grupo A
97	09/06/2018	13:45	Campo C	Íbis Barcelona	3	0	Rock na Teia	9	Primeira Fase	Grupo A
98	09/06/2018	13:45	Campo E	Brasil	8	1	Galoucos e Danone	9	Primeira Fase	Grupo A
99	09/06/2018	15:15	Campo B	Santa Cruz	3	2	Sabadão	9	Primeira Fase	Grupo A
100	21/07/2018	11:00	Campo B	Náutico	3	3	Tio Dirdo	8	Primeira Fase	Grupo B
101	21/07/2018	11:00	Campo C	Real	2	4	Bayern	8	Primeira Fase	Grupo B
102	21/07/2018	11:00	Campo D	Barcelona	0	1	Galaxie 70	8	Primeira Fase	Grupo B
103	21/07/2018	13:45	Campo D	Galoucos e Danone	2	1	Santa Cruz	10	Primeira Fase	Grupo A
104	21/07/2018	13:45	Campo E	Fenerbate	1	2	Clássicos	10	Primeira Fase	Grupo A
105	21/07/2018	15:15	Campo D	Sabadão	2	3	Brasil	10	Primeira Fase	Grupo A
106	21/07/2018	16:45	Campo C	Lokomotiv	4	4	Rock na Teia	10	Primeira Fase	Grupo A
107	21/07/2018	13:45	Campo B	Tio Dirdo II	0	2	Tio Dirdo I	8	Primeira Fase	Grupo C
108	21/07/2018	15:15	Campo B	Dudinka	2	4	All Blacks	8	Primeira Fase	Grupo C
109	21/07/2018	16:45	Campo B	Sinistro	1	2	River Plate	8	Primeira Fase	Grupo C
110	21/07/2018	13:45	Campo C	Aurora Cochabamba	5	1	Colo-Colo	8	Primeira Fase	Grupo D
111	21/07/2018	15:15	Campo C	Tsunami	5	2	Mitos	8	Primeira Fase	Grupo D
112	21/07/2018	15:15	Campo E	Corinthians	1	0	Celeste	8	Primeira Fase	Grupo D
113	28/07/2018	11:00	Campo B	Alianza	1	2	Bayern	9	Primeira Fase	Grupo B
114	28/07/2018	11:00	Campo C	Náutico	2	0	Barcelona	9	Primeira Fase	Grupo B
115	28/07/2018	11:00	Campo D	Tio Dirdo	5	1	Galaxie 70	9	Primeira Fase	Grupo B
116	28/07/2018	15:15	Campo C	Fenerbate	2	2	Íbis Barcelona	11	Primeira Fase	Grupo A
117	28/07/2018	15:15	Campo D	Santa Cruz	7	2	Clássicos	11	Primeira Fase	Grupo A
118	28/07/2018	15:15	Campo E	Galoucos e Danone	2	1	Lokomotiv	11	Primeira Fase	Grupo A
119	28/07/2018	16:45	Campo C	Brasil	5	1	Rock na Teia	11	Primeira Fase	Grupo A
120	28/07/2018	13:45	Campo B	Tsunami	0	0	Corinthians	9	Primeira Fase	Grupo D
121	28/07/2018	13:45	Campo C	Celeste	3	1	Mitos	9	Primeira Fase	Grupo D
122	28/07/2018	13:45	Campo E	Everest	3	0	Colo-Colo	9	Primeira Fase	Grupo D
123	28/07/2018	13:45	Campo D	Dudinka	0	2	Tio Dirdo II	9	Primeira Fase	Grupo C
124	28/07/2018	15:15	Campo B	Sinistro	1	1	All Blacks	9	Primeira Fase	Grupo C
125	28/07/2018	16:45	Campo B	Tio Dirdo I	3	1	Parathinaikos	9	Primeira Fase	Grupo C
126	11/08/2018	11:00	Campo B	Real	1	0	Barcelona	10	Primeira Fase	Grupo B
127	11/08/2018	11:00	Campo C	Bayern	6	0	Galaxie 70	10	Primeira Fase	Grupo B
128	11/08/2018	11:00	Campo D	Alianza	3	2	Tio Dirdo	10	Primeira Fase	Grupo B
129	11/08/2018	13:45	Campo C	Galoucos e Danone	1	0	Clássicos	12	Primeira Fase	Grupo A
130	11/08/2018	15:15	Campo C	Santa Cruz	4	1	Fenerbate	12	Primeira Fase	Grupo A
131	11/08/2018	15:15	Campo E	Brasil	4	1	Íbis Barcelona	12	Primeira Fase	Grupo A
132	11/08/2018	16:45	Campo C	Sabadão	5	0	Lokomotiv	12	Primeira Fase	Grupo A
133	11/08/2018	13:45	Campo B	Dudinka	1	0	River Plate	10	Primeira Fase	Grupo C
134	11/08/2018	13:45	Campo D	Sinistro	1	2	Parathinaikos	10	Primeira Fase	Grupo C
135	11/08/2018	15:15	Campo B	Tio Dirdo I	1	0	All Blacks	10	Primeira Fase	Grupo C
136	11/08/2018	13:45	Campo E	Aurora Cochabamba	4	1	Tsunami	10	Primeira Fase	Grupo D
137	11/08/2018	15:15	Campo D	Everest	1	4	Celeste	10	Primeira Fase	Grupo D
138	11/08/2018	16:45	Campo B	Colo-Colo	2	7	Mitos	10	Primeira Fase	Grupo D
139	18/08/2018	11:00	Campo B	Real			Galaxie 70	11	Primeira Fase	Grupo B
140	18/08/2018	11:00	Campo C	Alianza			Barcelona	11	Primeira Fase	Grupo B
141	18/08/2018	11:00	Campo D	Bayern			Náutico	11	Primeira Fase	Grupo B
142	18/08/2018	13:45	Campo C	Santa Cruz			Lokomotiv	13	Primeira Fase	Grupo A
143	18/08/2018	15:15	Campo C	Galoucos e Danone			Rock na Teia	13	Primeira Fase	Grupo A
144	18/08/2018	16:45	Campo B	Íbis Barcelona			Sabadão	13	Primeira Fase	Grupo A
145	18/08/2018	16:45	Campo C	Fenerbate			Brasil	13	Primeira Fase	Grupo A
146	18/08/2018	13:45	Campo E	Colo-Colo			Celeste	11	Primeira Fase	Grupo D
147	18/08/2018	15:15	Campo D	Aurora Cochabamba			Corinthians	11	Primeira Fase	Grupo D
148	18/08/2018	15:15	Campo E	Everest			Mitos	11	Primeira Fase	Grupo D
149	18/08/2018	13:45	Campo B	All Blacks			Parathinaikos	11	Primeira Fase	Grupo C
150	18/08/2018	13:45	Campo D	Tio Dirdo I			Sinistro	11	Primeira Fase	Grupo C
151	18/08/2018	15:15	Campo B	River Plate			Tio Dirdo II	11	Primeira Fase	Grupo C
152	25/08/2018	11:00	Campo B	Bayern			Tio Dirdo	12	Primeira Fase	Grupo B
153	25/08/2018	11:00	Campo C	Alianza			Galaxie 70	12	Primeira Fase	Grupo B
154	25/08/2018	11:00	Campo D	Real			Náutico	12	Primeira Fase	Grupo B
155	25/08/2018	13:45	Campo D	Fenerbate			Rock na Teia	14	Primeira Fase	Grupo A
156	25/08/2018	15:15	Campo C	Clássicos			Sabadão	14	Primeira Fase	Grupo A
157	25/08/2018	16:45	Campo B	Lokomotiv			Brasil	14	Primeira Fase	Grupo A
158	25/08/2018	16:45	Campo C	Íbis Barcelona			Galoucos e Danone	14	Primeira Fase	Grupo A
159	25/08/2018	13:45	Campo C	Everest			Aurora Cochabamba	12	Primeira Fase	Grupo D
160	25/08/2018	13:45	Campo E	Mitos			Corinthians	12	Primeira Fase	Grupo D
161	25/08/2018	15:15	Campo D	Tsunami			Celeste	12	Primeira Fase	Grupo D
162	25/08/2018	13:45	Campo B	River Plate			Tio Dirdo I	12	Primeira Fase	Grupo C
163	25/08/2018	15:15	Campo B	Sinistro			Tio Dirdo II	12	Primeira Fase	Grupo C
164	25/08/2018	15:15	Campo E	Dudinka			Parathinaikos	12	Primeira Fase	Grupo C
165	01/09/2018	11:00	Campo B	Alianza			Náutico	13	Primeira Fase	Grupo B
166	01/09/2018	11:00	Campo C	Real			Tio Dirdo	13	Primeira Fase	Grupo B
167	01/09/2018	11:00	Campo D	Bayern			Barcelona	13	Primeira Fase	Grupo B
168	01/09/2018	13:45	Campo B	Galoucos e Danone			Fenerbate	15	Primeira Fase	Grupo A
169	01/09/2018	13:45	Campo E	Santa Cruz			Íbis Barcelona	15	Primeira Fase	Grupo A
170	01/09/2018	15:15	Campo C	Clássicos			Brasil	15	Primeira Fase	Grupo A
171	01/09/2018	16:45	Campo C	Rock na Teia			Sabadão	15	Primeira Fase	Grupo A
172	01/09/2018	13:45	Campo C	Everest			Corinthians	13	Primeira Fase	Grupo D
173	01/09/2018	15:15	Campo D	Colo-Colo			Tsunami	13	Primeira Fase	Grupo D
174	01/09/2018	16:45	Campo B	Aurora Cochabamba			Celeste	13	Primeira Fase	Grupo D
175	01/09/2018	13:45	Campo D	River Plate			All Blacks	13	Primeira Fase	Grupo C
176	01/09/2018	15:15	Campo B	Parathinaikos			Tio Dirdo II	13	Primeira Fase	Grupo C
177	01/09/2018	15:15	Campo E	Tio Dirdo I			Dudinka	13	Primeira Fase	Grupo C
178	15/09/2018	14:00	Campo B	Rock na Teia			Santa Cruz	16	Primeira Fase	Grupo A
179	15/09/2018	14:00	Campo D	Lokomotiv			Fenerbate	16	Primeira Fase	Grupo A
180	15/09/2018	15:30	Campo B	Íbis Barcelona			Clássicos	16	Primeira Fase	Grupo A
181	15/09/2018	15:30	Campo D	Sabadão			Galoucos e Danone	16	Primeira Fase	Grupo A
182	22/09/2018	11:00	Campo B	Tio Dirdo			Barcelona	14	Primeira Fase	Grupo B
183	22/09/2018	11:00	Campo C	Náutico			Galaxie 70	14	Primeira Fase	Grupo B
184	22/09/2018	11:00	Campo D	Alianza			Real	14	Primeira Fase	Grupo B
185	22/09/2018	13:45	Campo D	Aurora Cochabamba			Mitos	14	Primeira Fase	Grupo D
186	22/09/2018	16:45	Campo B	Everest			Tsunami	14	Primeira Fase	Grupo D
187	22/09/2018	16:45	Campo C	Colo-Colo			Corinthians	14	Primeira Fase	Grupo D
188	22/09/2018	13:45	Campo B	Dudinka			Sinistro	14	Primeira Fase	Grupo C
189	22/09/2018	13:45	Campo E	River Plate			Parathinaikos	14	Primeira Fase	Grupo C
190	22/09/2018	15:15	Campo E	Tio Dirdo II			All Blacks	14	Primeira Fase	Grupo C
191	22/09/2018	13:45	Campo C	Brasil			Santa Cruz	17	Primeira Fase	Grupo A
192	22/09/2018	15:15	Campo B	Rock na Teia			Clássicos	17	Primeira Fase	Grupo A
193	22/09/2018	15:15	Campo C	Lokomotiv			Íbis Barcelona	17	Primeira Fase	Grupo A
194	22/09/2018	15:15	Campo D	Fenerbate			Sabadão	17	Primeira Fase	Grupo A
195	29/09/2018	14:00	Campo C	Galoucos e Danone			Brasil	18	Primeira Fase	Grupo A
196	29/09/2018	14:00	Campo E	Rock na Teia			Íbis Barcelona	18	Primeira Fase	Grupo A
197	29/09/2018	15:30	Campo C	Sabadão			Santa Cruz	18	Primeira Fase	Grupo A
198	29/09/2018	15:30	Campo E	Lokomotiv			Clássicos	18	Primeira Fase	Grupo A
199	29/09/2018	14:00	Campo D	Alianza	0	1	Real	1	Oitavas	oitavas 1
200	29/09/2018	15:30	Campo D	Brasil	1	0	All Blacks	1	Oitavas	oitavas 2
201	29/09/2018	14:00	Campo B	Fenerbate	0	1	Barcelona	1	Oitavas	oitavas 3
202	29/09/2018	15:30	Campo B	Dudinka	1	0	Tio Dirdo	1	Oitavas	oitavas 4
203	06/10/2018	11:00	Campo B	Lokomotiv	0	1	Galoucos e Danone	1	Oitavas	oitavas 5
204	06/10/2018	11:00	Campo D	Colo-Colo	1	0	Galaxie 70	1	Oitavas	oitavas 6
205	06/10/2018	14:00	Campo D	Corinthians	1	0	Sabadão	1	Oitavas	oitavas 7
206	06/10/2018	15:30	Campo D	Everest	1	0	Rock na Teia	1	Oitavas	oitavas 8
207	06/10/2018	14:00	Campo B	Real	0	1	Brasil	1	Quartas	quartas 1
208	06/10/2018	15:30	Campo B	Barcelona	1	0	Dudinka	1	Quartas	quartas 2
209	06/10/2018	14:00	Campo E	Galoucos e Danone	1	0	Colo-Colo	1	Quartas	quartas 3
210	06/10/2018	15:30	Campo E	Corinthians	1	0	Everest	1	Quartas	quartas 4
211	20/10/2018	14:00	Campo B	Brasil	1	0	Barcelona	1	Semi	semi 1
212	20/10/2018	15:30	Campo B	Galoucos e Danone	0	1	Corinthians	1	Semi	semi 2
213	27/10/2018	14:00	Campo B	Barcelona	1	0	Galoucos e Danone	1	Disputa do 3º	disputa de 3º
214	27/10/2018	15:30	Campo B	Brasil	1	0	Corinthians	1	Final	Final
